Geneid	Length
AT3G50770	926
AT3G50780	2346
AT3G50790	2345
AT3G50800	922
AT3G50808	434
AT3G50810	1443
AT3G50820	1635
AT3G08165	81
AT3G50825	81
AT3G50830	1849
AT3G50840	2552
AT3G50835	73
AT3G50845	1280
AT3G50850	811
AT3G50860	2201
AT3G50870	1662
AT3G50880	1785
AT3G50890	1373
AT3G50895	74
AT3G50900	1030
AT3G50910	2975
AT3G50920	1469
AT3G50925	426
AT3G50930	2656
AT3G50940	1861
AT3G50950	3126
AT3G08170	2367
AT3G50960	1732
AT3G50970	969
AT3G50980	1016
AT3G50990	1677
AT3G51000	1597
AT3G51010	1557
AT3G51020	577
AT3G51030	1192
AT3G51040	1729
AT3G51050	4122
AT3G51060	2277
AT3G51075	4222
AT3G51070	3487
AT3G08175	278
AT3G51080	1767
AT3G51090	2130
AT3G51100	2191
AT3G51110	2244
AT3G51120	6049
AT3G51130	3565
AT3G51140	2305
AT3G51135	73
AT3G51150	6131
AT3G51160	1732
AT3G51171	1204
AT3G08185	474
AT3G51180	2959
AT3G51190	1029
AT3G51200	436
AT3G51210	316
AT3G51220	943
AT3G51230	1289
AT3G51238	1670
AT3G51240	1681
AT3G51250	2571
AT3G51260	2209
AT3G51265	72
AT3G51270	3471
AT3G51280	1909
AT3G51290	4860
AT3G51300	1536
AT3G51310	5124
AT3G51320	2105
AT3G51325	1431
AT3G51330	3176
AT3G51340	3322
AT3G51350	3278
AT3G51360	2532
AT3G08190	355
AT3G51370	3105
AT3G51375	123
AT3G51380	780
AT3G51390	2577
AT3G51400	1106
AT3G08200	338
AT3G51410	1814
AT3G51420	2321
AT3G51430	1807
AT3G51440	1637
AT3G51450	1565
AT3G51460	4920
AT3G51470	2128
AT3G51480	4169
AT3G51490	2913
AT3G51500	838
AT3G51510	1383
AT3G51520	2165
AT3G51530	1950
AT3G51540	2278
AT3G51550	3366
AT3G51560	4227
AT3G51570	4377
AT3G51580	2668
AT3G51590	1057
AT3G51600	1086
AT3G51610	2648
AT3G51620	4911
AT3G51630	3323
AT3G51640	3661
AT3G51642	541
AT3G51644	343
AT3G51650	4372
AT3G51660	1328
AT3G51670	2556
AT3G51680	1256
AT3G51690	1834
AT3G51700	1924
AT3G08205	279
AT3G51710	1864
AT3G51720	1735
AT3G51730	2068
AT3G51740	3318
AT3G51750	995
AT3G51760	2180
AT3G51770	4715
AT3G51780	1881
AT3G51790	1335
AT3G51800	2863
AT3G08210	79
AT3G51810	1110
AT3G51820	3199
AT3G51830	5165
AT3G51840	3982
AT3G51850	3534
AT3G51860	3609
AT3G51870	3035
AT3G51880	2265
AT3G51890	1638
AT3G51895	4636
AT3G51910	1666
AT3G51920	1708
AT3G51930	1718
AT3G51940	2000
AT3G51950	3800
AT3G51960	1821
AT3G51970	1244
AT3G08215	236
AT3G51980	1981
AT3G51990	1632
AT3G52000	1872
AT3G52010	1989
AT3G52020	1840
AT3G52030	2476
AT3G08220	324
AT3G52040	692
AT3G08225	459
AT3G52050	4766
AT3G52060	1751
AT3G52072	2624
AT3G52070	749
AT3G52075	174
AT3G52080	3023
AT3G52090	1387
AT3G52100	3763
AT3G52105	670
AT3G08230	202
AT3G52110	2146
AT3G08235	208
AT3G52115	2345
AT3G52120	3481
AT3G08240	448
AT3G52130	587
AT3G08245	442
AT3G52140	8912
AT3G52150	1453
AT3G52155	1981
AT3G52160	1697
AT3G52170	2804
AT3G52180	4129
AT3G52190	3395
AT3G52200	6289
AT3G52210	2511
AT3G52220	1713
AT3G52230	1553
AT3G52240	3327
AT3G52250	7232
AT3G52260	3288
AT3G52270	1962
AT3G52280	2455
AT3G52285	72
AT3G52290	2644
AT3G52300	2021
AT3G52310	3794
AT3G52320	1173
AT3G52330	1253
AT3G52340	2605
AT3G52345	72
AT3G52350	543
AT3G52360	1040
AT3G52370	2542
AT3G52380	1701
AT3G52390	2270
AT3G52400	1599
AT3G52420	574
AT3G52430	3356
AT3G52440	1178
AT3G52450	1811
AT3G52460	1366
AT3G52470	1477
AT3G52480	1262
AT3G08250	255
AT3G52490	3699
AT3G08255	432
AT3G08260	204
AT3G52500	2192
AT3G52510	1263
AT3G52520	1268
AT3G52525	1237
AT3G08265	444
AT3G08270	237
AT3G52526	2891
AT3G52530	1564
AT3G52535	1423
AT3G52540	1348
AT3G52550	889
AT3G52560	1779
AT3G52561	617
AT3G52565	80
AT3G52570	1898
AT3G52580	1821
AT3G52590	1554
AT3G08275	42
AT3G52600	2522
AT3G52605	998
AT3G52610	2269
AT3G52620	779
AT3G52630	932
AT3G52640	5760
AT3G52660	3356
AT3G52680	2095
AT3G52690	1076
AT3G52700	6209
AT3G52710	1434
AT3G52720	3747
AT3G08280	315
AT3G52730	1547
AT3G08285	356
AT3G08290	206
AT3G52740	945
AT3G52742	1654
AT3G52748	618
AT3G52750	3533
AT3G52760	1180
AT3G52765	72
AT3G52770	1808
AT3G08295	247
AT3G52780	3091
AT3G52790	703
AT3G52800	1455
AT3G52810	2773
AT3G52820	3226
AT3G52830	261
AT3G52840	5306
AT3G52850	4192
AT3G52860	921
AT3G08300	236
AT3G52870	2762
AT3G52880	3431
AT3G52890	4321
AT3G52900	950
AT3G52905	1748
AT3G52910	2531
AT3G52920	2070
AT3G52930	2457
AT3G52940	3252
AT3G52941	144
AT3G52950	2515
AT3G52955	83
AT3G52960	1162
AT3G52970	2005
AT3G08310	264
AT3G52980	1303
AT3G52990	3805
AT3G53000	2226
AT3G53010	1637
AT3G53015	113
AT3G53016	184
AT3G53020	1538
AT3G53030	2359
AT3G53040	1869
AT3G53050	691
AT3G53060	258
AT3G08315	634
AT3G53065	842
AT3G53070	410
AT3G08325	238
AT3G53075	982
AT3G53080	853
AT3G53090	6184
AT3G53100	2299
AT3G53110	2922
AT3G53120	2008
AT3G53130	4786
AT3G53140	1900
AT3G53150	1786
AT3G08330	205
AT3G53160	1645
AT3G53170	2431
AT3G53180	4641
AT3G53190	3942
AT3G53200	1255
AT3G53210	1827
AT3G53220	910
AT3G53230	3779
AT3G53232	746
AT3G53240	5467
AT3G53235	858
AT3G53250	897
AT3G53260	3097
AT3G53270	3234
AT3G53280	1925
AT3G53290	1447
AT3G53294	126
AT3G08335	212
AT3G53300	1883
AT3G53305	1651
AT3G53310	2132
AT3G53320	3304
AT3G53330	1009
AT3G53340	1972
AT3G53342	267
AT3G53350	2773
AT3G53360	2960
AT3G53365	448
AT3G53370	1056
AT3G53380	2658
AT3G53390	4342
AT3G53400	2030
AT3G53410	1378
AT3G53420	2258
AT3G53430	1208
AT3G53440	2059
AT3G53450	2690
AT3G08340	204
AT3G08345	214
AT3G53460	2545
AT3G53470	863
AT3G53480	6614
AT3G53490	1857
AT3G53500	2849
AT3G53510	2836
AT3G53520	3039
AT3G53530	1724
AT3G08350	394
AT3G53540	4399
AT3G53550	1439
AT3G53560	1594
AT3G53570	3412
AT3G53580	2504
AT3G53590	5870
AT3G08355	444
AT3G08360	356
AT3G53600	803
AT3G53610	2561
AT3G53611	153
AT3G53620	3240
AT3G53630	2152
AT3G53640	1929
AT3G53650	955
AT3G53670	2080
AT3G53680	5431
AT3G53690	1448
AT3G53700	2934
AT3G53710	2357
AT3G53720	4654
AT3G53730	1131
AT3G53740	1416
AT3G53750	2519
AT3G53760	4725
AT3G53770	810
AT3G53775	72
AT3G53780	2489
AT3G53790	1790
AT3G53800	2164
AT3G53810	2423
AT3G53820	668
AT3G53830	3387
AT3G53840	2274
AT3G53850	1254
AT3G53860	1794
AT3G53870	1595
AT3G53880	2175
AT3G53890	1106
AT3G53900	2486
AT3G53910	591
AT3G53920	3192
AT3G53930	4732
AT3G53940	2841
AT3G53950	2194
AT3G53960	2965
AT3G53965	71
AT3G53970	2291
AT3G53980	902
AT3G53990	1895
AT3G54000	2560
AT3G54010	4460
AT3G54020	2639
AT3G54030	2840
AT3G54040	1928
AT3G54050	1986
AT3G54060	2271
AT3G54065	981
AT3G54070	962
AT3G54080	1756
AT3G08365	501
AT3G54085	1411
AT3G54090	2004
AT3G08370	283
AT3G54100	4250
AT3G54110	2541
AT3G54120	1215
AT3G54130	1940
AT3G54140	3143
AT3G54150	2368
AT3G54160	2290
AT3G54170	2920
AT3G54180	1818
AT3G54190	2744
AT3G54200	1011
AT3G54210	1075
AT3G54220	2892
AT3G54230	7357
AT3G54240	1505
AT3G54250	2717
AT3G54260	1997
AT3G54270	2885
AT3G08380	391
AT3G54280	12406
AT3G54290	1864
AT3G54300	2677
AT3G54310	1792
AT3G54320	4258
AT3G54340	2175
AT3G54350	4965
AT3G54360	3842
AT3G54363	468
AT3G54366	865
AT3G54380	3115
AT3G54390	1668
AT3G54400	2739
AT3G54410	1092
AT3G54420	2362
AT3G54430	1596
AT3G54440	8992
AT3G08390	312
AT3G08395	233
AT3G54450	3566
AT3G54460	5385
AT3G54470	2316
AT3G54480	2877
AT3G54490	1858
AT3G08400	221
AT3G54500	3701
AT3G08405	266
AT3G54510	3582
AT3G54520	1686
AT3G54530	1672
AT3G08410	392
AT3G54540	3147
AT3G54550	1037
AT3G54560	1587
AT3G54570	1254
AT3G54580	3347
AT3G54590	2656
AT3G54600	2381
AT3G54610	4248
AT3G54620	2644
AT3G54625	2351
AT3G54630	1932
AT3G54640	2490
AT3G54650	3485
AT3G54660	3575
AT3G54670	8541
AT3G54680	1797
AT3G54690	1649
AT3G54700	2735
AT3G54710	2512
AT3G54720	3278
AT3G54730	1456
AT3G54740	2512
AT3G54750	4252
AT3G54760	3481
AT3G08415	467
AT3G54770	2345
AT3G08420	252
AT3G54780	2754
AT3G54790	3756
AT3G08425	408
AT3G54800	4199
AT3G54810	2698
AT3G54820	2551
AT3G54826	1586
AT3G54830	3987
AT3G08430	251
AT3G08435	453
AT3G54840	2695
AT3G54850	2668
AT3G54860	5943
AT3G54870	6187
AT3G54880	1912
AT3G54890	1673
AT3G54900	1108
AT3G54910	2842
AT3G54920	3875
AT3G54925	546
AT3G54930	2169
AT4G15417	1426
AT4G15420	2751
AT4G15430	3974
AT4G15440	3309
AT4G15450	2320
AT4G15460	664
AT4G15470	2292
AT4G15475	3058
AT4G15480	1716
AT4G15490	2051
AT4G15500	1717
AT4G06330	419
AT4G15510	2232
AT4G15520	1903
AT4G15530	6365
AT4G15540	2681
AT4G15545	2144
AT4G15550	1738
AT4G15560	3843
AT4G15562	874
AT4G15563	2367
AT4G15570	6455
AT4G15610	2183
AT4G15620	2011
AT4G15630	1616
AT4G15640	3027
AT4G15650	1553
AT4G15660	940
AT4G15670	783
AT4G15680	701
AT4G15690	666
AT4G15700	767
AT4G15710	2230
AT4G15715	936
AT4G15720	2081
AT4G15730	6133
AT4G15733	400
AT4G15735	543
AT4G15740	1669
AT4G15750	1097
AT4G15755	870
AT4G15760	2121
AT4G15765	2172
AT4G15770	1050
AT4G15775	73
AT4G15780	2011
AT4G15790	2162
AT4G15800	1209
AT4G06335	435
AT4G15802	2064
AT4G15810	3595
AT4G15820	2219
AT4G06340	1193
AT4G15830	1501
AT4G15840	4206
AT4G15850	3561
AT4G15870	2576
AT4G15880	3628
AT4G15885	528
AT4G15890	5771
AT4G15900	4143
AT4G15910	1216
AT4G15920	3163
AT4G15930	1907
AT4G15940	2178
AT4G15950	1447
AT4G15953	467
AT4G15955	1888
AT4G15960	1840
AT4G06345	240
AT4G15970	2043
AT4G15975	1371
AT4G15980	2887
AT4G15990	881
AT4G16000	1028
AT4G16008	1512
AT4G16015	2092
AT4G16024	406
AT4G16030	1281
AT4G06365	492
AT4G06370	350
AT4G16040	540
AT4G16045	1955
AT4G16050	2132
AT4G16060	1952
AT4G06375	158
AT4G16070	4450
AT4G16080	1540
AT4G16090	926
AT4G06380	384
AT4G16095	691
AT4G16100	2507
AT4G16105	74
AT4G16110	3479
AT4G16120	3171
AT4G16130	7162
AT4G16140	1121
AT4G16141	1630
AT4G16143	3666
AT4G16144	3984
AT4G16146	2512
AT4G16150	5234
AT4G16155	3564
AT4G16160	1463
AT4G16162	2510
AT4G16165	554
AT4G16180	5864
AT4G16190	2388
AT4G16195	486
AT4G16200	917
AT4G16210	1641
AT4G16215	590
AT4G16220	1640
AT4G16230	1873
AT4G16233	733
AT4G06385	344
AT4G16235	73
AT4G16240	453
AT4G16250	4594
AT4G16260	1672
AT4G16265	1898
AT4G16270	1404
AT4G16280	8385
AT4G16295	456
AT4G16310	8293
AT4G16330	2245
AT4G16340	13445
AT4G16350	1639
AT4G16355	589
AT4G16360	2077
AT4G16370	3042
AT4G06390	238
AT4G16380	2032
AT4G16390	2460
AT4G06395	425
AT4G16400	2107
AT4G16410	736
AT4G16420	3537
AT4G16430	1919
AT4G16440	2576
AT4G16442	1489
AT4G16444	2010
AT4G16447	700
AT4G16450	993
AT4G16451	144
AT4G16460	1864
AT4G16465	74
AT4G16470	2114
AT4G16475	81
AT4G16480	2977
AT4G16490	2547
AT4G16500	1714
AT4G16510	3237
AT4G16515	680
AT4G16520	2200
AT4G16530	1824
AT4G16535	2181
AT4G16540	3661
AT4G16545	1496
AT4G16550	1815
AT4G16555	917
AT4G16560	3883
AT4G16563	2027
AT4G16566	2453
AT4G16570	4174
AT4G16580	2155
AT4G16590	4109
AT4G16600	3092
AT4G16610	1086
AT4G16620	2396
AT4G06400	439
AT4G16630	4797
AT4G16640	1706
AT4G06405	55
AT4G16650	4483
AT4G16660	4809
AT4G16670	2636
AT4G06410	1092
AT4G16680	4334
AT4G06415	467
AT4G16690	1687
AT4G16695	1888
AT4G16700	2819
AT4G16710	1474
AT4G16720	1544
AT4G16730	3239
AT4G16740	3530
AT4G16745	3075
AT4G06425	329
AT4G16748	3592
AT4G16750	1207
AT4G16760	4362
AT4G16765	3151
AT4G16770	3252
AT4G16780	1792
AT4G16790	1825
AT4G16800	2364
AT4G16807	2376
AT4G16810	2384
AT4G16820	1914
AT4G16830	2225
AT4G16835	2081
AT4G16840	815
AT4G16845	3810
AT4G16850	1920
AT4G16855	675
AT4G16857	1485
AT4G16860	7372
AT4G16880	1331
AT4G16890	5702
AT4G16892	2016
AT4G16900	4830
AT4G16915	1974
AT4G16920	7851
AT4G06440	202
AT4G06445	225
AT4G06450	398
AT4G06455	706
AT4G16930	552
AT4G06460	202
AT4G16940	6546
AT4G16950	6523
AT4G16955	1031
AT4G16957	2551
AT4G16960	3627
AT4G16970	4843
AT4G16980	1157
AT4G16983	820
AT4G16990	6999
AT4G17000	3207
AT4G17010	2156
AT4G17020	3664
AT4G17030	1729
AT4G17040	4094
AT4G17050	3090
AT4G17060	1970
AT4G17070	2946
AT4G17080	2918
AT4G17085	640
AT4G17090	2441
AT4G06665	518
AT4G17098	3069
AT4G17100	2746
AT4G17140	23544
AT4G17150	4032
AT4G17160	1880
AT4G06675	204
AT4G17170	1835
AT4G17180	1858
AT4G17190	2446
AT4G17200	1146
AT4G17210	1895
AT4G17215	986
AT4G17220	2925
AT4G17230	3217
AT4G17240	2069
AT4G17243	839
AT4G17245	661
AT4G17250	2713
AT4G17260	1644
AT4G17270	2722
AT4G17280	1765
AT4G06685	655
AT4G17300	3637
AT4G17310	1833
AT4G17330	8856
AT4G17340	1533
AT4G17350	2443
AT4G17360	2118
AT4G17370	2498
AT4G17380	5452
AT4G17390	1557
AT4G06695	365
AT4G06705	151
AT4G17410	6172
AT4G17420	2354
AT4G17430	2125
AT4G17440	1680
AT4G17460	1717
AT4G17470	2518
AT4G17480	2192
AT4G17483	1845
AT4G17486	2227
AT4G17490	1338
AT4G17500	1189
AT4G17505	1940
AT4G17510	1938
AT4G17520	2296
AT4G17530	2129
AT4G17540	1995
AT4G17550	2292
AT4G17560	1960
AT4G17565	1137
AT4G17570	3747
AT4G17580	1357
AT4G17585	737
AT4G06715	609
AT4G06725	364
AT4G17590	1749
AT4G17600	1787
AT4G17610	10109
AT4G17612	72
AT4G17615	3091
AT4G17616	2391
AT4G17620	3166
AT4G17640	2213
AT4G17650	2302
AT4G17660	2062
AT4G17670	1369
AT4G17680	1746
AT4G17690	1294
AT4G17695	2995
AT4G17700	1424
AT4G17710	3034
AT4G17713	415
AT4G17718	400
AT4G17720	2299
AT4G17730	1920
AT4G17740	2776
AT4G17750	1829
AT4G17760	1638
AT4G17765	72
AT4G17770	4215
AT4G17780	1197
AT4G17785	1834
AT4G17788	89
AT4G17790	2007
AT4G17800	1595
AT4G17810	1207
AT4G17830	2431
AT4G17840	2460
AT4G06745	388
AT4G17850	861
AT4G17860	1871
AT4G06755	436
AT4G17870	1289
AT4G17880	2360
AT4G17890	2633
AT4G17895	3323
AT4G17900	2380
AT4G17905	1336
AT4G17910	3064
AT4G17920	1040
AT4G17940	1272
AT4G17950	2513
AT4G17960	1717
AT4G17970	2659
AT4G17975	72
AT4G17980	1853
AT4G17990	1420
AT4G18010	3537
AT4G18020	4781
AT4G06760	248
AT4G18030	3679
AT4G18040	1703
AT4G18050	5640
AT4G18060	3384
AT4G18070	2516
AT4G18080	737
AT4G18090	837
AT4G18100	1180
AT4G18110	642
AT4G18130	4210
AT4G18140	3152
AT4G18150	3821
AT4G18160	2807
AT4G18170	1680
AT4G18180	2231
AT4G18190	1579
AT4G18195	1658
AT4G18197	2077
AT4G18203	916
AT4G18205	1660
AT4G18210	2735
AT4G18215	2728
AT4G18220	1725
AT4G18230	2060
AT4G18240	5096
AT4G18250	3072
AT4G18253	1124
AT4G18255	80
AT4G18260	1680
AT4G18270	3435
AT4G18280	972
AT4G18290	3859
AT4G18300	2475
AT4G18310	916
AT4G06765	258
AT4G18320	1458
AT4G18330	2202
AT4G18335	792
AT4G18340	2143
AT4G18350	2392
AT4G18360	2870
AT4G18370	2268
AT4G06770	377
AT4G18372	1024
AT4G06775	398
AT4G18375	3027
AT4G18380	1942
AT4G18390	2662
AT4G06780	692
AT4G18395	546
AT4G18400	1408
AT4G06785	122
AT4G18422	489
AT4G06795	615
AT4G06800	489
AT4G06805	488
AT4G06810	632
AT4G18425	1075
AT4G18430	1713
AT4G18440	2909
AT4G18450	1022
AT4G18470	2754
AT4G18460	1263
AT4G18465	4834
AT4G18480	1798
AT4G18490	5172
AT4G18500	264
AT4G18501	560
AT4G06815	211
AT4G06820	206
AT4G18510	876
AT4G18520	2119
AT4G18530	3213
AT4G18540	1971
AT4G18550	2480
AT4G06825	349
AT4G18570	3476
AT4G18580	1391
AT4G18590	1108
AT4G18593	1476
AT4G18596	3000
AT4G18600	7913
AT4G18610	2548
AT4G06830	241
AT4G18620	495
AT4G18630	2181
AT4G18640	4223
AT4G18650	1471
AT4G06835	264
AT4G18660	1393
AT4G18670	3333
AT4G18680	708
AT4G18690	1042
AT4G18692	267
AT4G18700	2261
AT4G18710	5091
AT4G18720	1284
AT4G18725	73
AT4G18730	1270
AT4G18740	1282
AT4G18750	3012
AT4G18760	1782
AT4G18770	2075
AT4G18780	4263
AT4G06845	318
AT4G18790	2321
AT4G18800	1712
AT4G18810	3847
AT4G18815	72
AT4G18820	4771
AT4G18823	372
AT4G06850	354
AT4G18830	2109
AT4G18840	3813
AT4G18860	902
AT4G18870	1149
AT4G18880	2424
AT4G18890	3170
AT4G06855	340
AT4G18900	2705
AT4G18905	3424
AT4G18910	2467
AT4G18920	1527
AT4G18930	1613
AT4G18940	1238
AT4G18950	3173
AT4G18960	5684
AT4G18970	2577
AT4G06860	422
AT4G18975	2040
AT4G18980	1049
AT4G18990	2617
AT4G19000	2203
AT4G19003	2364
AT4G19006	2320
AT4G19010	2859
AT4G19020	6838
AT4G19030	1988
AT4G19035	1385
AT4G19038	1172
AT4G19040	6050
AT4G19045	1877
AT4G19050	4138
AT4G19060	1385
AT4G19070	1879
AT4G19080	1173
AT4G06865	81
AT4G19090	2898
AT4G19095	633
AT4G19100	1101
AT4G06870	220
AT4G19110	4832
AT4G19120	4066
AT4G19130	2923
AT4G19140	1727
AT4G19150	1412
AT4G06875	416
AT4G19160	3029
AT4G19170	2261
AT4G19180	3419
AT4G19185	2715
AT4G19190	2969
AT4G19191	1965
AT4G19200	2062
AT4G19210	4095
AT4G19220	2856
AT4G19230	2703
AT4G19240	1293
AT4G19250	687
AT4G19260	2967
AT4G19270	467
AT4G19275	1375
AT4G19330	1152
AT4G19340	1275
AT4G19350	1808
AT4G19360	1279
AT4G19370	1771
AT4G19380	4194
AT4G19390	2679
AT4G19395	138
AT4G06880	481
AT4G19400	1163
AT4G19410	4969
AT4G19420	4468
AT4G06885	249
AT4G19430	812
AT4G06890	208
AT4G19440	3933
AT4G06895	219
AT4G19450	3068
AT4G19460	1875
AT4G19470	1347
AT4G19480	537
AT4G19485	513
AT4G19490	7829
AT4G19500	4872
AT4G19510	5418
AT4G19520	8012
AT4G19530	5539
AT4G19540	2278
AT4G19550	2059
AT4G19560	3330
AT4G19570	2025
AT4G19580	1086
AT4G06900	656
AT4G19590	1966
AT4G19600	4165
AT4G19610	4572
AT4G19620	412
AT4G19630	761
AT4G06905	235
AT4G19640	2553
AT4G19645	3074
AT4G19650	4325
AT4G19660	2546
AT4G19670	2986
AT4G19680	1491
AT4G19690	1672
AT4G06910	311
AT4G06915	205
AT4G06920	267
AT4G19700	1336
AT4G19710	4955
AT4G19720	1843
AT4G19730	1112
AT4G19740	1054
AT4G19750	1446
AT4G19760	1648
AT4G19770	893
AT4G19800	1275
AT4G19810	2590
AT4G19820	2232
AT4G19830	1753
AT4G19840	2139
AT4G19850	998
AT4G19860	2959
AT4G19865	1557
AT4G19870	1782
AT4G19880	2210
AT4G19890	2514
AT4G19900	2528
AT4G19905	801
AT4G19910	819
AT4G19920	1330
AT4G19925	1061
AT4G06930	240
AT4G06925	370
AT4G19930	1296
AT4G19940	1338
AT4G19950	1366
AT4G06935	635
AT4G19960	3888
AT4G19970	2577
AT4G19975	1817
AT4G19980	712
AT4G19985	2041
AT4G19990	3489
AT4G20000	1026
AT4G20010	2190
AT4G20020	2033
AT4G20030	1107
AT4G20040	1817
AT4G20050	4306
AT4G20060	5038
AT4G20070	3384
AT4G20080	2325
AT4G20090	2911
AT4G20095	1973
AT4G20100	867
AT4G20110	3498
AT4G20115	74
AT4G20130	3236
AT4G20140	4350
AT4G20150	1681
AT4G20160	4619
AT4G20170	2563
AT4G06945	258
AT4G06950	218
AT4G20190	1357
AT4G20200	2480
AT4G20210	4902
AT4G20220	3721
AT4G20230	2734
AT4G20235	2330
AT4G20240	2903
AT4G20250	2655
AT4G20260	3148
AT4G06955	497
AT4G06960	202
AT4G20270	3541
AT4G20280	1537
AT4G20290	426
AT4G20300	3929
AT4G20310	2534
AT4G20320	5172
AT4G20325	2906
AT4G20330	2005
AT4G20340	3391
AT4G20350	1911
AT4G20362	2335
AT4G20360	2600
AT4G20370	2240
AT4G20380	2466
AT4G20390	1262
AT4G20400	5303
AT4G20410	2752
AT4G20430	4580
AT4G20420	654
AT4G20440	1816
AT4G20450	5173
AT4G20460	2942
AT4G20470	423
AT4G20480	2029
AT4G20520	1947
AT4G20530	1336
AT4G20535	861
AT4G20540	1336
AT4G20545	861
AT4G20550	1336
AT4G20555	861
AT4G20560	1336
AT4G20565	861
AT4G20570	1336
AT4G20575	861
AT4G20580	1013
AT4G20590	1013
AT4G20600	1013
AT4G20610	1013
AT4G20620	1013
AT4G20630	1013
AT4G20640	1013
AT4G20645	1336
AT4G20650	1004
AT4G20670	1041
AT4G20680	1608
AT4G20690	783
AT4G20700	2566
AT4G20703	1136
AT4G20707	899
AT4G20720	3061
AT4G06965	846
AT4G20735	1905
AT4G20740	2777
AT4G20760	1830
AT4G20770	2325
AT4G20780	981
AT4G20790	1649
AT4G20800	1703
AT4G20810	2171
AT4G20820	1955
AT4G20830	2354
AT4G20835	1570
AT4G20840	1952
AT4G20850	9351
AT4G20860	1846
AT4G20870	2432
AT4G20880	2058
AT4G20890	2468
AT4G20900	1742
AT4G20910	5188
AT4G20920	4571
AT4G20930	2856
AT4G20935	820
AT4G20940	3553
AT4G06970	300
AT4G20947	277
AT4G06975	363
AT4G20953	1488
AT4G20960	2453
AT4G20970	1321
AT4G20980	2758
AT4G20990	1377
AT4G21000	1228
AT4G21010	1078
AT4G21020	1430
AT4G21030	585
AT4G21040	699
AT4G21050	633
AT4G21060	4320
AT4G21063	206
AT4G06980	568
AT4G21065	2018
AT4G21070	4767
AT4G21080	750
AT4G21090	2262
AT4G21100	6847
AT4G21105	1578
AT4G21110	1951
AT4G21120	4023
AT4G21130	2004
AT4G21140	1134
AT4G21150	5483
AT4G21160	2692
AT4G21170	1758
AT4G21180	3498
AT4G06985	488
AT4G21190	1823
AT4G21192	1410
AT4G21200	4089
AT4G21210	1981
AT4G21213	413
AT4G21215	3503
AT4G21220	2310
AT4G21230	2541
AT4G21240	1254
AT4G21250	1972
AT4G21260	1515
AT4G21270	4850
AT4G21280	1464
AT4G21300	2735
AT4G06990	223
AT4G21310	1038
AT4G06995	458
AT4G21320	1714
AT4G21323	3756
AT4G21326	3888
AT4G21330	773
AT4G21340	1867
AT4G21350	1125
AT4G07000	123
AT4G07005	63
AT4G21362	118
AT4G21366	415
AT4G21380	4400
AT4G21390	3432
AT4G21400	3324
AT4G21410	3525
AT4G21430	4476
AT4G21440	1571
AT4G21445	1171
AT4G21450	2503
AT4G21460	2324
AT4G21470	2219
AT4G21480	1982
AT4G21490	3181
AT4G07010	432
AT4G21500	1026
AT4G07015	241
AT4G21510	1581
AT4G21515	445
AT4G21520	3143
AT4G21530	5456
AT4G21534	3098
AT4G21540	3424
AT4G21550	5711
AT4G07020	309
AT4G21560	1904
AT4G21570	2277
AT4G21580	2129
AT4G21585	2366
AT4G21590	2445
AT4G21595	379
AT4G21600	2555
AT4G21610	1448
AT4G21620	953
AT4G21630	3291
AT4G21640	3785
AT4G21650	3578
AT4G21660	4085
AT4G21670	6408
AT4G21680	2453
AT4G07025	248
AT4G21690	1832
AT4G21700	2923
AT4G21705	1897
AT4G21710	7002
AT4G21720	2228
AT4G21740	1086
AT4G21745	2017
AT4G21750	5733
AT4G21760	2828
AT4G21770	2861
AT4G21780	1505
AT4G21790	3072
AT4G21800	2357
AT4G21810	2159
AT4G07030	230
AT4G21820	6655
AT4G21830	1197
AT4G21840	1394
AT4G21850	1310
AT4G21860	2080
AT4G21865	1578
AT4G21870	1157
AT4G21880	5666
AT4G21890	2096
AT4G21895	1839
AT4G21900	3084
AT4G21902	467
AT4G21903	3571
AT4G21910	5947
AT4G21920	844
AT4G21926	1507
AT4G21930	827
AT4G21940	3028
AT4G21950	534
AT4G21960	2536
AT4G21970	1229
AT4G21980	1473
AT4G21990	2160
AT4G22000	1357
AT4G22010	3531
AT4G22030	1400
AT4G22035	1131
AT4G22050	1830
AT4G07040	440
AT4G22060	1427
AT4G22070	3419
AT4G07045	279
AT4G07050	607
AT4G22080	2231
AT4G22090	2040
AT4G22100	2563
AT4G22105	598
AT4G22110	2915
AT4G22115	501
AT4G22120	4267
AT4G22130	4306
AT4G22140	2804
AT4G22150	1526
AT4G22160	1115
AT4G22165	1092
AT4G22170	1296
AT4G22180	1272
AT4G22190	1539
AT4G22200	4209
AT4G22210	422
AT4G22212	911
AT4G22214	1359
AT4G07055	554
AT4G07060	235
AT4G22217	521
AT4G22220	1955
AT4G22230	500
AT4G22233	1022
AT4G22235	704
AT4G22240	1620
AT4G22250	1109
AT4G22260	2932
AT4G22270	2819
AT4G22265	86
AT4G22280	2183
AT4G07065	242
AT4G22285	3947
AT4G22290	3098
AT4G22300	2014
AT4G22305	1881
AT4G22310	1817
AT4G22320	1966
AT4G07070	432
AT4G07075	101
AT4G07080	99
AT4G22330	2399
AT4G22340	3671
AT4G22350	3650
AT4G22360	2861
AT4G22370	1434
AT4G07085	578
AT4G22380	1270
AT4G22390	1852
AT4G22400	1184
AT4G22410	8111
AT4G22430	1381
AT4G22440	1245
AT4G22460	700
AT4G22463	575
AT4G22467	1399
